date,region,device_type,product_category,traffic,conversion_rate,orders,avg_order_value,revenue,marketing_spend
2024-03-23,East,desktop,Clothing,564,0.0306,17,78.4,1332.79,684.18
2024-03-23,East,desktop,Home,576,0.0408,23,60.4,1389.13,603.03
2024-03-23,East,desktop,Sports,543,0.0371,20,66.4,1328.04,1086.81
2024-03-23,East,mobile,Electronics,850,0.0373,31,134.92,4182.63,1257.79
2024-03-23,East,mobile,Clothing,872,0.0401,34,89.61,3046.87,1683.83
2024-03-23,East,mobile,Home,948,0.0263,24,76.52,1836.51,1038.21
2024-03-23,East,mobile,Sports,852,0.0372,31,76.02,2356.48,528.51
2024-03-23,East,tablet,Electronics,171,0.0437,7,124.76,873.3,1181.7
2024-03-23,East,tablet,Clothing,171,0.0432,7,66.72,467.05,729.67
2024-03-23,East,tablet,Home,170,0.0374,6,80.39,482.34,1582.53
2024-03-23,East,tablet,Sports,169,0.0372,6,71.54,429.27,1786.0
2024-03-23,West,desktop,Electronics,697,0.0456,31,144.41,4476.7,2035.78
2024-03-23,West,desktop,Clothing,643,0.0325,20,70.2,1404.09,1048.94
2024-03-23,West,desktop,Home,586,0.0391,22,77.67,1708.79,2287.23
2024-03-23,West,desktop,Sports,610,0.0284,17,77.05,1309.81,2289.46
2024-03-23,West,mobile,Electronics,935,0.027,25,108.58,2714.39,1634.65
2024-03-23,West,mobile,Clothing,1011,0.026,26,78.84,2049.72,1436.55
2024-03-23,West,mobile,Home,986,0.0192,18,86.2,1551.61,2020.7
2024-03-23,West,mobile,Sports,999,0.0208,20,72.47,1449.33,995.34
2024-03-23,West,tablet,Electronics,206,0.0382,7,151.07,1057.5,2192.29
2024-03-23,West,tablet,Clothing,206,0.0456,9,81.03,729.23,1179.7
2024-03-23,West,tablet,Home,195,0.0324,6,84.1,504.63,1979.13
2024-03-23,West,tablet,Sports,184,0.0467,8,66.12,528.92,1460.89
2024-03-24,North,desktop,Electronics,655,0.036,23,122.45,2816.41,1772.96
2024-03-24,North,desktop,Clothing,685,0.0358,24,67.66,1623.73,848.01
2024-03-24,North,desktop,Home,680,0.0416,28,66.54,1863.14,1416.51
2024-03-24,North,desktop,Sports,637,0.0387,24,74.61,1790.58,933.96
2024-03-24,North,mobile,Electronics,1066,0.0307,32,132.1,4227.19,1236.77
2024-03-24,North,mobile,Clothing,1059,0.0353,37,59.63,2206.27,978.54
2024-03-24,North,mobile,Home,1035,0.0289,29,97.4,2824.59,506.91
2024-03-24,North,mobile,Sports,1055,0.0268,28,72.3,2024.46,830.55
2024-03-24,North,tablet,Electronics,205,0.0287,5,141.43,707.15,1247.84
2024-03-24,North,tablet,Clothing,203,0.036,7,55.54,388.77,1581.93
2024-03-24,North,tablet,Home,205,0.0302,6,92.46,554.75,1255.97
2024-03-24,North,tablet,Sports,221,0.0395,8,74.63,597.06,983.92
2024-03-24,South,desktop,Electronics,650,0.0344,22,151.24,3327.32,610.62
2024-03-24,South,desktop,Clothing,609,0.038,23,65.1,1497.27,770.95
2024-03-24,South,desktop,Home,594,0.0314,18,68.85,1239.23,1328.78
2024-03-24,South,desktop,Sports,608,0.0355,21,68.33,1434.84,1696.28
2024-03-24,South,mobile,Electronics,812,0.0323,26,121.46,3157.95,1387.52
2024-03-24,South,mobile,Clothing,867,0.0336,29,74.33,2155.64,860.94
2024-03-24,South,mobile,Home,921,0.0294,27,64.47,1740.63,1922.82
2024-03-24,South,mobile,Sports,853,0.0317,27,59.18,1597.93,1765.78
2024-03-24,South,tablet,Electronics,185,0.0307,5,117.82,589.08,640.24
2024-03-24,South,tablet,Clothing,167,0.0387,6,76.14,456.85,1139.01
2024-03-24,South,tablet,Home,171,0.0355,6,73.12,438.73,649.8
2024-03-24,South,tablet,Sports,162,0.036,5,79.85,399.26,1483.14
2024-03-24,East,desktop,Electronics,578,0.0285,16,166.65,2666.38,718.12
2024-03-24,East,desktop,Clothing,589,0.0412,24,70.16,1683.96,1490.18
2024-03-24,East,desktop,Home,584,0.043,25,66.25,1656.17,1610.01
2024-03-24,East,desktop,Sports,576,0.0345,19,80.37,1526.95,1730.93
2024-03-24,East,mobile,Electronics,867,0.0302,26,123.61,3213.92,1850.87
2024-03-24,East,mobile,Clothing,896,0.0307,27,64.79,1749.42,849.81
2024-03-24,East,mobile,Home,841,0.0336,28,54.88,1536.65,1157.75
2024-03-24,East,mobile,Sports,838,0.0233,19,78.85,1498.07,521.56
2024-03-24,East,tablet,Electronics,164,0.0357,5,113.41,567.05,620.92
2024-03-24,East,tablet,Clothing,178,0.0429,7,75.9,531.29,1874.94
2024-03-24,East,tablet,Home,185,0.027,4,74.24,296.96,1654.5
2024-03-24,East,tablet,Sports,166,0.0373,6,80.41,482.49,911.07
2024-03-24,West,desktop,Electronics,624,0.0286,17,134.4,2284.76,1532.32
2024-03-24,West,desktop,Clothing,633,0.0389,24,88.32,2119.78,1100.03
2024-03-24,West,desktop,Home,646,0.0405,26,61.34,1594.78,936.53
2024-03-24,West,desktop,Sports,619,0.0358,22,83.32,1832.99,2019.59
2024-03-24,West,mobile,Electronics,946,0.0267,25,132.43,3310.73,1474.47
2024-03-24,West,mobile,Clothing,986,0.0282,27,75.68,2043.24,1041.45
2024-03-24,West,mobile,Home,1013,0.0372,37,66.6,2464.04,910.14
2024-03-24,West,mobile,Sports,925,0.0306,28,75.64,2117.83,2262.74
2024-03-24,West,tablet,Electronics,199,0.0224,4,143.85,575.41,2245.29
2024-03-24,West,tablet,Clothing,181,0.0452,8,64.46,515.7,2244.86
2024-03-24,West,tablet,Home,182,0.0319,5,82.52,412.62,731.76
2024-03-24,West,tablet,Sports,181,0.0357,6,72.48,434.86,1390.95
2024-03-25,North,desktop,Electronics,637,0.0455,28,122.29,3424.06,1816.2
2024-03-25,North,desktop,Clothing,601,0.0363,21,82.76,1737.95,619.14
2024-03-25,North,desktop,Home,595,0.0354,21,70.73,1485.37,1391.7
2024-03-25,North,desktop,Sports,649,0.0327,21,57.94,1216.64,1035.37
2024-03-25,North,mobile,Electronics,928,0.0327,30,144.98,4349.5,1884.47
2024-03-25,North,mobile,Clothing,892,0.036,32,65.7,2102.27,1301.01
2024-03-25,North,mobile,Home,941,0.0335,31,82.35,2552.99,600.76
2024-03-25,North,mobile,Sports,923,0.0279,25,73.72,1843.02,1053.7
2024-03-25,North,tablet,Electronics,180,0.0352,6,111.55,669.28,1378.86
2024-03-25,North,tablet,Clothing,173,0.0382,6,84.36,506.17,1786.09
2024-03-25,North,tablet,Home,194,0.0347,6,65.83,394.98,1382.15
2024-03-25,North,tablet,Sports,178,0.0311,5,67.38,336.9,1994.23
2024-03-25,South,desktop,Electronics,529,0.037,19,132.83,2523.78,1840.28
2024-03-25,South,desktop,Clothing,496,0.045,22,73.3,1612.57,952.97
2024-03-25,South,desktop,Home,492,0.0381,18,63.67,1146.08,1266.17
2024-03-25,South,desktop,Sports,481,0.0333,16,85.42,1366.72,1870.87
2024-03-25,South,mobile,Electronics,735,0.0294,21,142.19,2986.04,1519.83
2024-03-25,South,mobile,Clothing,729,0.0343,25,75.53,1888.36,1179.7
2024-03-25,South,mobile,Home,816,0.0272,22,60.2,1324.43,1464.95
2024-03-25,South,mobile,Sports,751,0.0384,28,64.28,1799.94,631.36
2024-03-25,South,tablet,Electronics,150,0.0335,5,148.07,740.35,1297.05
2024-03-25,South,tablet,Clothing,153,0.0386,5,67.55,337.73,1402.45
2024-03-25,South,tablet,Home,143,0.0259,3,78.64,235.91,914.28
2024-03-25,South,tablet,Sports,158,0.0381,6,74.94,449.62,1437.52
2024-03-25,East,desktop,Electronics,515,0.0308,15,140.1,2101.54,1193.24
2024-03-25,East,desktop,Clothing,537,0.0269,14,53.99,755.85,1716.14
2024-03-25,East,desktop,Home,524,0.0319,16,73.02,1168.4,1024.22
2024-03-25,East,desktop,Sports,512,0.0347,17,80.18,1362.98,1448.65
2024-03-25,East,mobile,Electronics,753,0.0391,29,100.6,2917.48,1926.12
2024-03-25,East,mobile,Clothing,736,0.0253,18,77.61,1397.05,787.5
2024-03-25,East,mobile,Home,708,0.0296,20,71.11,1422.25,1982.61
2024-03-25,East,mobile,Sports,766,0.0294,22,64.65,1422.22,929.33
2024-03-25,East,tablet,Electronics,159,0.0466,7,115.45,808.15,1271.06
2024-03-25,East,tablet,Clothing,157,0.0454,7,69.77,488.39,1292.11
2024-03-25,East,tablet,Home,148,0.0401,5,78.41,392.04,1275.31
2024-03-25,East,tablet,Sports,144,0.0345,4,96.71,386.84,1673.15
2024-03-25,West,desktop,Electronics,551,0.034,18,102.08,1837.37,2352.1
2024-03-25,West,desktop,Clothing,537,0.0347,18,74.61,1342.99,2051.02
2024-03-25,West,desktop,Home,541,0.0372,20,75.42,1508.38,2005.51
2024-03-25,West,desktop,Sports,548,0.0375,20,78.07,1561.35,1049.1
2024-03-25,West,mobile,Electronics,871,0.0293,25,139.0,3475.07,2457.35
2024-03-25,West,mobile,Clothing,927,0.0314,29,60.38,1751.01,2587.51
2024-03-25,West,mobile,Home,823,0.0269,22,81.94,1802.7,1240.83
2024-03-25,West,mobile,Sports,768,0.0273,20,67.52,1350.37,2381.82
2024-03-25,West,tablet,Electronics,161,0.0315,5,131.94,659.7,1357.58
2024-03-25,West,tablet,Clothing,163,0.0327,5,59.78,298.91,2176.65
2024-03-25,West,tablet,Home,170,0.0411,6,71.5,428.99,1641.92
2024-03-25,West,tablet,Sports,160,0.0324,5,71.0,355.02,1009.76
2024-03-26,North,desktop,Electronics,650,0.0332,21,142.12,2984.57,1852.51
2024-03-26,North,desktop,Clothing,600,0.0361,21,66.96,1406.21,565.34
2024-03-26,North,desktop,Home,584,0.0311,18,66.17,1191.13,1991.55
2024-03-26,North,desktop,Sports,578,0.0391,22,79.23,1743.15,1080.58
2024-03-26,North,mobile,Electronics,954,0.0272,25,116.08,2901.98,1414.03
2024-03-26,North,mobile,Clothing,883,0.0364,32,64.8,2073.45,1021.16
2024-03-26,North,mobile,Home,894,0.0251,22,82.73,1820.09,1753.92
2024-03-26,North,mobile,Sports,927,0.0246,22,73.33,1613.23,1299.83
2024-03-26,North,tablet,Electronics,171,0.043,7,123.11,861.8,788.57
2024-03-26,North,tablet,Clothing,188,0.0468,8,71.91,575.31,1438.09
2024-03-26,North,tablet,Home,175,0.039,6,58.54,351.23,998.94
2024-03-26,North,tablet,Sports,185,0.0328,6,66.76,400.56,832.17
2024-03-26,South,desktop,Electronics,493,0.0432,21,135.79,2851.5,783.76
2024-03-26,South,desktop,Clothing,548,0.0443,24,63.57,1525.66,1708.27
2024-03-26,South,desktop,Home,492,0.0365,17,79.27,1347.52,551.29
2024-03-26,South,desktop,Sports,524,0.0408,21,82.54,1733.29,1969.14
2024-03-26,South,mobile,Electronics,744,0.0272,20,134.05,2681.06,941.38
2024-03-26,South,mobile,Clothing,759,0.0371,28,80.44,2252.27,1130.66
2024-03-26,South,mobile,Home,801,0.0311,24,78.4,1881.49,982.99
2024-03-26,South,mobile,Sports,730,0.0317,23,79.21,1821.78,994.58
2024-03-26,South,tablet,Electronics,151,0.0352,5,134.95,674.76,738.26
2024-03-26,South,tablet,Clothing,144,0.0432,6,88.34,530.02,767.1
2024-03-26,South,tablet,Home,156,0.0339,5,64.42,322.08,636.45
2024-03-26,South,tablet,Sports,145,0.0369,5,79.58,397.89,1164.13
2024-03-26,East,desktop,Electronics,515,0.0413,21,119.03,2499.65,1525.25
2024-03-26,East,desktop,Clothing,508,0.0331,16,90.48,1447.69,1803.61
2024-03-26,East,desktop,Home,475,0.0308,14,71.48,1000.69,1400.04
2024-03-26,East,desktop,Sports,492,0.0443,21,67.37,1414.72,962.39
2024-03-26,East,mobile,Electronics,718,0.0367,26,154.93,4028.22,1367.31
2024-03-26,East,mobile,Clothing,813,0.0319,25,71.07,1776.73,704.88
2024-03-26,East,mobile,Home,753,0.0364,27,79.78,2154.12,1956.99
2024-03-26,East,mobile,Sports,795,0.0246,19,66.93,1271.63,765.23
2024-03-26,East,tablet,Electronics,150,0.0387,5,117.71,588.54,1599.37
2024-03-26,East,tablet,Clothing,159,0.0316,5,67.23,336.13,865.03
2024-03-26,East,tablet,Home,139,0.0337,4,70.02,280.07,568.51
2024-03-26,East,tablet,Sports,156,0.0384,5,57.37,286.86,1114.34
2024-03-26,West,desktop,Electronics,533,0.0334,17,133.05,2261.85,721.3
2024-03-26,West,desktop,Clothing,569,0.0423,24,84.97,2039.39,2419.64
2024-03-26,West,desktop,Home,584,0.0253,14,72.5,1015.01,1638.7
2024-03-26,West,desktop,Sports,550,0.0376,20,64.31,1286.28,1540.37
2024-03-26,West,mobile,Electronics,838,0.0238,19,129.27,2456.05,2356.85
2024-03-26,West,mobile,Clothing,823,0.0332,27,72.53,1958.18,1068.56
2024-03-26,West,mobile,Home,801,0.0332,26,69.31,1802.08,1251.06
2024-03-26,West,mobile,Sports,867,0.0352,30,66.85,2005.42,1927.37
2024-03-26,West,tablet,Electronics,157,0.0385,6,108.93,653.56,1321.91
2024-03-26,West,tablet,Clothing,160,0.0314,5,71.15,355.73,2527.01
2024-03-26,West,tablet,Home,156,0.0253,3,63.65,190.94,1101.07
2024-03-26,West,tablet,Sports,167,0.0316,5,74.51,372.53,2441.09
2024-03-27,North,desktop,Electronics,608,0.0323,19,130.89,2486.99,1184.1
2024-03-27,North,desktop,Clothing,627,0.0439,27,77.11,2081.88,826.32
2024-03-27,North,desktop,Home,572,0.0312,17,68.91,1171.45,1066.98
2024-03-27,North,desktop,Sports,591,0.0282,16,92.13,1474.05,1301.58
2024-03-27,North,mobile,Electronics,995,0.0287,28,115.16,3224.55,574.58
2024-03-27,North,mobile,Clothing,918,0.0326,29,68.0,1971.86,1936.68
2024-03-27,North,mobile,Home,891,0.0298,26,75.9,1973.43,1062.86
2024-03-27,North,mobile,Sports,887,0.0177,15,80.66,1209.85,906.19
2024-03-27,North,tablet,Electronics,171,0.0315,5,135.25,676.25,730.62
2024-03-27,North,tablet,Clothing,197,0.0395,7,71.06,497.43,592.7
2024-03-27,North,tablet,Home,185,0.0414,7,83.38,583.67,631.95
2024-03-27,North,tablet,Sports,185,0.0373,6,73.33,439.99,1254.31
2024-03-27,South,desktop,Electronics,566,0.0314,17,134.33,2283.61,1445.32
2024-03-27,South,desktop,Clothing,461,0.0433,19,66.57,1264.79,745.94
2024-03-27,South,desktop,Home,526,0.0345,18,70.72,1272.88,1969.16
2024-03-27,South,desktop,Sports,468,0.0309,14,85.94,1203.13,1575.92
2024-03-27,South,mobile,Electronics,718,0.0283,20,104.77,2095.33,1653.65
2024-03-27,South,mobile,Clothing,777,0.0321,24,77.59,1862.16,860.47
2024-03-27,South,mobile,Home,760,0.0303,23,69.84,1606.4,1061.65
2024-03-27,South,mobile,Sports,775,0.0354,27,82.23,2220.28,873.47
2024-03-27,South,tablet,Electronics,149,0.03,4,121.96,487.84,816.28
2024-03-27,South,tablet,Clothing,151,0.0299,4,83.65,334.61,1457.85
2024-03-27,South,tablet,Home,152,0.0371,5,64.62,323.1,1145.25
2024-03-27,South,tablet,Sports,169,0.0322,5,78.34,391.7,910.36
2024-03-27,East,desktop,Electronics,504,0.0378,19,158.86,3018.26,1390.42
2024-03-27,East,desktop,Clothing,537,0.0353,18,70.32,1265.81,1099.99
2024-03-27,East,desktop,Home,514,0.0276,14,79.93,1118.98,749.39
2024-03-27,East,desktop,Sports,506,0.0392,19,56.93,1081.7,647.19
2024-03-27,East,mobile,Electronics,814,0.0261,21,136.62,2869.05,1842.71
2024-03-27,East,mobile,Clothing,760,0.0215,16,78.99,1263.91,1203.04
2024-03-27,East,mobile,Home,763,0.0343,26,77.85,2024.07,1794.17
2024-03-27,East,mobile,Sports,751,0.0264,19,95.48,1814.08,622.16
2024-03-27,East,tablet,Electronics,157,0.0436,6,145.42,872.52,1144.01
2024-03-27,East,tablet,Clothing,148,0.0348,5,75.47,377.36,1929.12
2024-03-27,East,tablet,Home,156,0.0468,7,69.15,484.04,660.11
2024-03-27,East,tablet,Sports,151,0.0457,6,93.23,559.38,1811.66
2024-03-27,West,desktop,Electronics,566,0.0359,20,152.15,3043.01,1832.44
2024-03-27,West,desktop,Clothing,523,0.0377,19,78.39,1489.37,2329.18
2024-03-27,West,desktop,Home,548,0.0411,22,86.26,1897.7,1209.5
2024-03-27,West,desktop,Sports,542,0.0328,17,62.62,1064.46,2525.48
2024-03-27,West,mobile,Electronics,854,0.0303,25,142.84,3570.94,1538.13
2024-03-27,West,mobile,Clothing,821,0.03,24,61.42,1473.99,1679.4
2024-03-27,West,mobile,Home,828,0.0355,29,66.14,1918.07,1777.28
2024-03-27,West,mobile,Sports,924,0.0357,32,87.5,2799.87,815.07
2024-03-27,West,tablet,Electronics,181,0.0256,4,147.65,590.58,1488.21
2024-03-27,West,tablet,Clothing,167,0.0401,6,74.75,448.49,1805.98
2024-03-27,West,tablet,Home,156,0.0346,5,75.42,377.08,1586.67
2024-03-27,West,tablet,Sports,156,0.0337,5,91.27,456.37,968.73
2024-03-28,North,desktop,Electronics,579,0.0357,20,122.21,2444.3,1411.3
2024-03-28,North,desktop,Clothing,546,0.0288,15,65.89,988.3,1336.61
2024-03-28,North,desktop,Home,588,0.0326,19,79.28,1506.33,1428.67
2024-03-28,North,desktop,Sports,600,0.0369,22,92.04,2024.87,1216.04
2024-03-28,North,mobile,Electronics,919,0.0301,27,139.92,3777.93,1811.66
2024-03-28,North,mobile,Clothing,864,0.0405,34,77.15,2622.96,1118.41
2024-03-28,North,mobile,Home,919,0.0224,20,69.78,1395.57,1073.89
2024-03-28,North,mobile,Sports,882,0.0322,28,95.14,2663.97,1145.3
2024-03-28,North,tablet,Electronics,170,0.0364,6,138.68,832.08,1553.86
2024-03-28,North,tablet,Clothing,163,0.0342,5,64.05,320.26,793.81
2024-03-28,North,tablet,Home,186,0.0429,7,85.56,598.91,855.16
2024-03-28,North,tablet,Sports,178,0.041,7,80.62,564.34,930.66
2024-03-28,South,desktop,Electronics,519,0.0324,16,170.62,2729.85,1922.92
2024-03-28,South,desktop,Clothing,477,0.0317,15,77.87,1168.05,599.01
2024-03-28,South,desktop,Home,521,0.0302,15,83.44,1251.6,1386.42
2024-03-28,South,desktop,Sports,502,0.0388,19,80.27,1525.2,817.26
2024-03-28,South,mobile,Electronics,763,0.0305,23,128.66,2959.15,536.63
2024-03-28,South,mobile,Clothing,757,0.0305,23,73.75,1696.18,1570.77
2024-03-28,South,mobile,Home,811,0.0236,19,79.23,1505.46,523.06
2024-03-28,South,mobile,Sports,769,0.0293,22,86.43,1901.36,1295.95
2024-03-28,South,tablet,Electronics,155,0.0377,5,138.17,690.86,1973.45
2024-03-28,South,tablet,Clothing,154,0.0369,5,69.83,349.16,508.53
2024-03-28,South,tablet,Home,141,0.0386,5,69.36,346.78,1704.57
2024-03-28,South,tablet,Sports,144,0.0397,5,68.89,344.43,1300.93
2024-03-28,East,desktop,Electronics,521,0.0492,25,141.41,3535.21,1914.66
2024-03-28,East,desktop,Clothing,484,0.0419,20,83.25,1665.09,1680.31
2024-03-28,East,desktop,Home,507,0.0365,18,72.4,1303.25,1587.71
2024-03-28,East,desktop,Sports,480,0.029,13,73.15,950.98,1297.79
2024-03-28,East,mobile,Electronics,727,0.04,29,119.08,3453.24,570.36
2024-03-28,East,mobile,Clothing,741,0.0315,23,72.0,1656.05,1705.07
2024-03-28,East,mobile,Home,744,0.0285,21,69.08,1450.63,1697.02
2024-03-28,East,mobile,Sports,736,0.035,25,53.73,1343.17,544.38
2024-03-28,East,tablet,Electronics,152,0.0393,5,160.74,803.72,1012.9
2024-03-28,East,tablet,Clothing,150,0.0424,6,91.85,551.11,622.7
2024-03-28,East,tablet,Home,152,0.0395,6,71.88,431.29,1764.52
2024-03-28,East,tablet,Sports,142,0.0435,6,70.52,423.09,1721.15
2024-03-28,West,desktop,Electronics,550,0.0345,18,138.02,2484.44,1151.09
2024-03-28,West,desktop,Clothing,540,0.0363,19,81.12,1541.26,2542.75
2024-03-28,West,desktop,Home,556,0.0379,21,68.29,1434.11,1084.39
2024-03-28,West,desktop,Sports,564,0.0366,20,82.3,1646.06,2335.59
2024-03-28,West,mobile,Electronics,915,0.0308,28,153.77,4305.6,1363.7
2024-03-28,West,mobile,Clothing,841,0.0324,27,58.93,1591.19,1071.5
2024-03-28,West,mobile,Home,823,0.0275,22,86.26,1897.82,2233.49
2024-03-28,West,mobile,Sports,889,0.0253,22,81.61,1795.39,727.47
2024-03-28,West,tablet,Electronics,164,0.0453,7,126.94,888.58,697.07
2024-03-28,West,tablet,Clothing,159,0.0325,5,79.35,396.76,2140.88
2024-03-28,West,tablet,Home,162,0.0365,5,68.49,342.47,1221.99
2024-03-28,West,tablet,Sports,171,0.0375,6,76.93,461.55,690.22
2024-03-29,North,desktop,Electronics,610,0.032,19,134.87,2562.52,788.67
2024-03-29,North,desktop,Clothing,594,0.0526,31,68.97,2138.17,1810.63
2024-03-29,North,desktop,Home,584,0.0334,19,78.96,1500.2,1034.72
2024-03-29,North,desktop,Sports,577,0.0316,18,59.83,1077.0,1161.51
2024-03-29,North,mobile,Electronics,914,0.0336,30,127.13,3813.89,640.22
2024-03-29,North,mobile,Clothing,799,0.032,25,68.91,1722.85,1845.17
2024-03-29,North,mobile,Home,867,0.0291,25,74.3,1857.47,1335.04
2024-03-29,North,mobile,Sports,945,0.0332,31,77.4,2399.39,1684.54
2024-03-29,North,tablet,Electronics,172,0.0434,7,135.23,946.63,1241.77
2024-03-29,North,tablet,Clothing,169,0.0566,9,60.53,544.77,1818.35
2024-03-29,North,tablet,Home,191,0.04,7,45.88,321.19,1279.38
2024-03-29,North,tablet,Sports,198,0.0363,7,57.29,401.05,1440.84
2024-03-29,South,desktop,Electronics,509,0.0308,15,101.56,1523.46,592.71
2024-03-29,South,desktop,Clothing,523,0.0383,20,68.07,1361.49,783.69
2024-03-29,South,desktop,Home,544,0.0386,21,73.51,1543.72,1076.63
2024-03-29,South,desktop,Sports,465,0.0282,13,74.91,973.88,1199.84
2024-03-29,South,mobile,Electronics,787,0.0326,25,106.9,2672.53,1041.49
2024-03-29,South,mobile,Clothing,789,0.0339,26,66.95,1740.61,669.52
2024-03-29,South,mobile,Home,724,0.0315,22,63.61,1399.51,1345.41
2024-03-29,South,mobile,Sports,742,0.0307,22,65.2,1434.3,1968.6
2024-03-29,South,tablet,Electronics,151,0.025,3,103.54,310.61,1250.01
2024-03-29,South,tablet,Clothing,153,0.0414,6,46.49,278.93,1410.55
2024-03-29,South,tablet,Home,145,0.0449,6,73.37,440.2,1660.32
2024-03-29,South,tablet,Sports,154,0.031,4,68.77,275.08,971.03
2024-03-29,East,desktop,Electronics,497,0.0376,18,142.4,2563.14,907.94
2024-03-29,East,desktop,Clothing,506,0.0403,20,68.09,1361.86,714.5
2024-03-29,East,desktop,Home,511,0.0333,17,77.92,1324.63,1675.22
2024-03-29,East,desktop,Sports,517,0.043,22,69.55,1530.04,1586.27
2024-03-29,East,mobile,Electronics,762,0.0254,19,132.5,2517.47,1338.6
2024-03-29,East,mobile,Clothing,726,0.0325,23,73.4,1688.16,1713.2
2024-03-29,East,mobile,Home,754,0.0219,16,72.34,1157.43,1216.33
2024-03-29,East,mobile,Sports,741,0.0301,22,72.99,1605.83,1776.54
2024-03-29,East,tablet,Electronics,167,0.032,5,135.73,678.67,1248.78
2024-03-29,East,tablet,Clothing,141,0.0387,5,64.85,324.25,1281.64
2024-03-29,East,tablet,Home,145,0.0368,5,69.75,348.76,1536.13
2024-03-29,East,tablet,Sports,152,0.0384,5,87.63,438.16,1945.83
2024-03-29,West,desktop,Electronics,556,0.0293,16,127.48,2039.61,2059.68
2024-03-29,West,desktop,Clothing,565,0.0377,21,77.28,1622.79,1321.12
2024-03-29,West,desktop,Home,533,0.0384,20,78.95,1578.9,1006.07
2024-03-29,West,desktop,Sports,563,0.035,19,72.64,1380.08,943.93
2024-03-29,West,mobile,Electronics,851,0.0316,26,170.47,4432.28,1878.11
2024-03-29,West,mobile,Clothing,834,0.0297,24,66.66,1599.91,1507.93
2024-03-29,West,mobile,Home,820,0.0253,20,70.85,1417.09,1140.36
2024-03-29,West,mobile,Sports,792,0.0376,29,72.38,2099.12,1461.63
2024-03-29,West,tablet,Electronics,168,0.0387,6,135.25,811.47,2271.59
2024-03-29,West,tablet,Clothing,171,0.0342,5,62.01,310.05,2393.31
2024-03-29,West,tablet,Home,149,0.0281,4,59.5,237.98,2374.91
2024-03-29,West,tablet,Sports,173,0.034,5,57.4,287.0,1446.17
2024-03-30,North,desktop,Electronics,676,0.0257,17,142.27,2418.59,1491.21
2024-03-30,North,desktop,Clothing,673,0.0361,24,75.07,1801.71,1311.85
2024-03-30,North,desktop,Home,730,0.0312,22,79.26,1743.8,1486.61
2024-03-30,North,desktop,Sports,714,0.0334,23,80.55,1852.57,863.22
2024-03-30,North,mobile,Electronics,1095,0.0416,45,152.67,6870.28,998.01
2024-03-30,North,mobile,Clothing,997,0.0326,32,65.24,2087.61,1451.6
2024-03-30,North,mobile,Home,966,0.0364,35,80.0,2800.12,852.25
2024-03-30,North,mobile,Sports,1006,0.0284,28,73.57,2060.09,1057.32
2024-03-30,North,tablet,Electronics,208,0.0305,6,146.35,878.11,694.38
2024-03-30,North,tablet,Clothing,202,0.0372,7,71.44,500.08,512.7
2024-03-30,North,tablet,Home,213,0.0364,7,64.31,450.14,697.12
2024-03-30,North,tablet,Sports,204,0.03,6,76.56,459.35,551.65
2024-03-30,South,desktop,Electronics,599,0.0363,21,141.59,2973.37,1994.24
2024-03-30,South,desktop,Clothing,555,0.0419,23,61.65,1417.99,673.12
2024-03-30,South,desktop,Home,540,0.0347,18,94.47,1700.43,1426.6
2024-03-30,South,desktop,Sports,609,0.0367,22,74.73,1644.13,1184.38
2024-03-30,South,mobile,Electronics,840,0.0232,19,141.29,2684.57,1335.29
2024-03-30,South,mobile,Clothing,893,0.026,23,67.72,1557.56,1730.84
2024-03-30,South,mobile,Home,888,0.0318,28,75.34,2109.41,1035.85
2024-03-30,South,mobile,Sports,960,0.0294,28,55.74,1560.84,1071.08
2024-03-30,South,tablet,Electronics,174,0.0361,6,121.79,730.73,1180.77
2024-03-30,South,tablet,Clothing,183,0.0325,5,82.21,411.06,889.06
2024-03-30,South,tablet,Home,169,0.0355,6,67.88,407.27,1253.66
2024-03-30,South,tablet,Sports,172,0.0398,6,62.46,374.77,1253.6
2024-03-30,East,desktop,Electronics,562,0.0315,17,162.05,2754.83,1771.43
2024-03-30,East,desktop,Clothing,619,0.0451,27,65.93,1780.07,1884.91
2024-03-30,East,desktop,Home,585,0.0371,21,75.93,1594.61,1254.08
2024-03-30,East,desktop,Sports,517,0.0312,16,63.03,1008.44,565.41
2024-03-30,East,mobile,Electronics,922,0.0276,25,138.54,3463.58,581.17
2024-03-30,East,mobile,Clothing,871,0.0376,32,75.79,2425.34,1716.49
2024-03-30,East,mobile,Home,793,0.0268,21,94.69,1988.46,936.05
2024-03-30,East,mobile,Sports,853,0.031,26,57.31,1489.97,1547.43
2024-03-30,East,tablet,Electronics,175,0.0364,6,160.18,961.05,822.02
2024-03-30,East,tablet,Clothing,171,0.0419,7,98.93,692.5,526.54
2024-03-30,East,tablet,Home,158,0.0343,5,69.09,345.43,1005.32
2024-03-30,East,tablet,Sports,175,0.0314,5,99.36,496.79,916.61
2024-03-30,West,desktop,Electronics,698,0.0342,23,142.05,3267.24,1649.69
2024-03-30,West,desktop,Clothing,592,0.0472,27,70.36,1899.82,1175.26
2024-03-30,West,desktop,Home,637,0.039,24,72.81,1747.55,2318.89
2024-03-30,West,desktop,Sports,633,0.0378,23,69.53,1599.25,1369.49
2024-03-30,West,mobile,Electronics,929,0.034,31,149.74,4641.95,1748.63
